ID,Name,CAS,Formula,Ion Species,Mass (DB),CCS (DB),RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,POS QCdilution 0 0625 DI2.d.HRdm, POS QCdilution 0 125 DI2.d.HRdm, POS QCdilution 0 25 DI2.d.HRdm, POS QCdilution 0 5 DI2.d.HRdm, POS QCdilution 1 0 DI2.d.HRdm, POS S1P DI2.d.HRdm, POS S1S DI2.d.HRdm, POS S2P DI2.d.HRdm, POS S2S DI2.d.HRdm, POS S3P DI2.d.HRdm, POS S3S DI2.d.HRdm, POS W1P DI2.d.HRdm, POS W1S DI2.d.HRdm, POS W2P DI2.d.HRdm, POS W2S DI2.d.HRdm, POS W3P DI2.d.HRdm, POS W3S DI2.d.HRdm
1737,C-13(2)-Carboxypyropheophorbide a,,C34 H34 N4 O5,(M+NH4)+,578.2529,,1.882,0.002,40.96,0.204,244.41,1.23,596.2863,0.0005,0.0002595,1.31,1,3,8,100,,FALSE,0.001,0.001,0.001,0.001,335637.5,31285.38,0.001,0.001,0.001,244391,377537.3,72211.09,357587.8,101501.4,0.001,0.001,505513
1738,,,,,,,0.244,0.002,46.045,0.114,273.69,0.68,746.568,0.0019,0.0002595,1.81,1,4,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,323988.7,371999.3,486337.1,0.001,0.001,0.001,0.001,0.001,309072.8,98412.05,0.001,0.001
1739,,,,,,,0.505,0.008,38.046,0.085,227.52,0.51,532.2789,0.0013,0.0002594,1.01,1,3,9,97.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,222209.7,230500.5,226690.5,89358.87,257696.2,0.001,296369.5,150810.8,238923.8,0.001,335855.5
1740,,,,,,,0.204,0.08,37.697,0.063,225.46,0.38,528.414,0.0019,0.000259,2.48,1,3,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,469330.3,0.001,236532.8,0.001,0.001,0.001,0.001,0.001,657072,5572.072,0.001,0.001
1741,,,,,,,2.514,0.004,42.286,0.195,251.4,1.17,718.3431,0.0012,0.0002583,1.53,1,2,6,98.2,,FALSE,0.001,0.001,0.001,150878.1,568556.9,0.001,264514.7,202604.2,0.001,0.001,0.001,0.001,550197,0.001,0.001,0.001,431500.1
1742,6-Hydroxy-2'-methoxyflavone,,C16 H12 O4,(M+H)+,268.0736,,1.84,0.001,27.383,0.102,167.28,0.63,269.0826,0.0003,0.0002579,1.46,1,3,6,100,,FALSE,0.001,0.001,0.001,0.001,299125.7,0.001,0.001,366593.2,0.001,0.001,301544,0.001,523873,0.001,379446.3,0.001,309787.8
1743,,,,,,,0.308,0.001,42.81,0.029,254.28,0.17,758.5166,0.0002,0.0002578,2.28,1,2,4,86,,FALSE,0.001,0.001,0.001,0.001,0.001,295624.7,0.001,82454.75,0.001,334285.3,0.001,600536.6,0.001,0.001,0.001,0.001,0.001
1744,,,,,,,1.053,0.005,43.875,0.048,260.58,0.29,768.4316,0.001,0.0002576,1.01,1,2,9,100,,FALSE,0.001,0.001,0.001,0.001,0.001,152415.9,251257.6,157552.6,257972.1,94180.82,305570.2,0.001,248963.3,0.001,250738.4,0.001,372613.5
1745,,,,,,,1.392,0.002,44.693,0.226,265.7,1.35,732.3941,0.001,0.0002574,1.8,1,3,6,100,,FALSE,0.001,0.001,0.001,0.001,227327.6,0.001,139256.1,600382.3,0.001,0.001,181098.8,0.001,0.001,201003.3,0.001,0.001,502968.7
1746,6-Acetylmorphine,2784-73-8,C19 H21 N O4,(M+Na)+,327.1471,,1.844,0.003,28.758,0.07,173.83,0.43,350.1337,0.0005,0.0002572,1.37,1,2,8,100,,FALSE,0.001,0.001,0.001,84988.42,485497.9,0.001,249362.4,95798.85,252710.2,0.001,0.001,0.001,458674.6,0.001,90082.05,0.001,521069.8
1747,Cyflumetofen,400882-07-7,C24 H24 F3 N O4,(M+NH4)+,447.1657,,1.38,0.007,35.321,0.059,211.88,0.36,465.197,0.001,0.0002568,1.46,1,2,6,97.7,,FALSE,0.001,0.001,0.001,0.001,409399.3,250142.7,373031.2,307624.2,0.001,0.001,0.001,96359.45,0.001,0.001,387923,0.001,0.001
1748,,,,,,,0.586,0.003,46.596,0.053,276.45,0.32,834.44,0.0008,0.0002567,1.3,1,3,7,100,,FALSE,0.001,0.001,0.001,0.001,0.001,127633.8,275262,0.001,341837.5,0.001,344903.3,0.001,317400,0.001,295107.2,0.001,563897.2
1749,Nonanoyl-CoA,,C30 H52 N7 O17 P3 S,(M+NH4)+,907.2353,,0.22,0.001,47.518,0.057,281.5,0.34,925.2732,0.0019,0.0002563,2.64,1,3,3,98.2,,FALSE,0.001,0.001,0.001,304523.8,0.001,0.001,0.001,0.001,463312.9,0.001,0.001,740306.3,0.001,0.001,0.001,0.001,0.001
1750,WIN I(S),,C21 H28 N2 O3,(M+NH4)+,356.21,,0.251,0.003,34.154,0.119,206.24,0.72,374.2457,0.0003,0.0002554,1.37,1,2,7,100,,FALSE,0.001,0.001,105961,124143.6,0.001,0.001,474659,0.001,335407,0.001,332529.7,0.001,528851.6,0.001,224576.8,0.001,0.001
1751,,,,,,,2.374,0.084,39.098,0.041,233.2,0.24,599.3336,0.0007,0.000255,2.26,1,2,3,83.8,,FALSE,0.001,0.001,297712.3,0.001,0.001,543447.6,0.001,0.001,794469.7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1752,(10S)-Juvenile hormone III acid diol,,C15 H26 O4,(M+Na)+,270.1831,,2.424,0.002,27.274,0.033,165.96,0.2,293.1704,0.0004,0.0002549,2.27,1,3,3,100,,FALSE,0.001,0.001,0.001,0.001,603947.1,0.001,0.001,0.001,0.001,0.001,955129.1,0.001,739704.4,0.001,0.001,0.001,0.001
1753,Quinine ethyl carbonate,83-75-0,C23 H28 N2 O4,(M+NH4)+,396.2049,,2.694,,33.007,,198.59,,414.2379,,0.0002548,4.12,1,2,1,88.5,,FALSE,681207.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1754,Erinacine D,157397-40-5,C27 H42 O7,(M+H)+,478.2931,,2.579,0.008,36.15,0.183,216.7,1.11,479.2992,0.0007,0.0002545,1.36,1,2,7,100,,FALSE,0.001,0.001,0.001,0.001,114598,199963.3,0.001,0.001,280326.2,0.001,412663.8,0.001,492154.3,0.001,213636.5,261676.4,0.001
1755,,,,,,,0.218,,1.003,,4.48,,1194.822,,0.0002538,4.12,1,3,1,90.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2236271,0.001,0.001
1756,,,,,,,0.888,0.005,47.37,0.118,282.24,0.71,663.4796,0.0019,0.0002538,1.61,1,3,6,97.8,,FALSE,0.001,0.001,0.001,53256.58,0.001,200686.2,0.001,276081.9,0.001,174965.7,0.001,306881.2,0.001,0.001,0.001,320505.3,0.001
1757,,,,,,,0.224,0.004,40.261,0.068,239.5,0.41,686.1984,0.0021,0.0002538,1.67,1,4,5,100,,FALSE,152776.7,138124.6,0.001,0.001,369937.3,0.001,0.001,0.001,0.001,0.001,0.001,344442.9,0.001,155253.5,0.001,0.001,0.001
1758,L-alpha-Amino-1H-pyrrole-1-hexanoic acid,156539-32-1,C10 H16 N2 O2,(M+H)+,196.1212,,0.258,0.001,24.087,0.041,149.47,0.26,197.1293,0.0002,0.0002535,0.96,1,2,11,93,,FALSE,0.001,0.001,0.001,131237.6,129436.6,178121.7,244744.1,0.001,372770.4,174330.9,92281.35,91302.62,103874.4,130848.1,0.001,0.001,109949
1759,Ixocarpanolide,108157-59-1,C28 H40 O6,(M+Na)+,472.2825,,0.22,0.004,41.572,0.057,249.21,0.34,495.2682,0.0002,0.0002534,2.49,1,3,3,87.8,,FALSE,0.001,0.001,0.001,0.001,0.001,752915.8,0.001,0.001,0.001,0.001,382483.9,0.001,0.001,0.001,662098.1,0.001,0.001
1760,,,,,,,2.696,0.126,27.41,0.01,166.75,0.06,295.185,0.0008,0.0002532,3.73,1,2,3,96.1,,FALSE,0.001,0.001,33905.14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,77918.23,0.001,0.001,2274337
1761,Trachelogenin,34209-69-3,C21 H24 O7,(M+H)+,388.1522,,0.275,,30.566,,184.16,,389.1623,,0.0002527,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,1406697,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1762,"PC(20:4(5Z,8Z,11Z,14Z)/P-18:1(11Z))",,C46 H83 N O7 P,(M+Na)+,792.5907,,0.222,0.002,51.291,0.049,304.57,0.29,815.5815,0.0016,0.0002525,1.29,1,3,8,100,,FALSE,143042.7,163832.3,114343.9,0.001,0.001,131836.1,0.001,0.001,0.001,0.001,0.001,139474.9,0.001,130464.2,90930.2,136892.6,0.001
1763,,,,,,,0.27,0.018,16.652,0.017,110.05,0.12,91.0547,0.0002,0.000252,2.23,1,2,3,82.4,,FALSE,0.001,0.001,0.001,0.001,691884.2,497097.6,0.001,0.001,0.001,0.001,0.001,369732.8,0.001,0.001,0.001,0.001,0.001
1764,,,,,,,1.703,0.117,36.557,0.142,218.68,0.86,520.3137,0.0017,0.0002514,1.12,1,3,9,93.7,,FALSE,78187.5,0.001,0.001,0.001,148924,202674.3,117422.8,0.001,0.001,0.001,353947.9,0.001,148057.3,221813.5,174763.1,163649.1,0.001
1765,,,,,,,0.222,0.005,46.49,0.104,275.45,0.62,908.258,0.0016,0.0002508,1.87,1,5,6,96.5,,FALSE,47156.09,0.001,0.001,0.001,181870.2,0.001,0.001,0.001,0.001,99892.06,299928.6,262098.6,1038001,0.001,0.001,0.001,0.001
1766,"PG(16:1(9Z)/20:3(5Z,8Z,11Z))",,C42 H75 O10 P,(M+H)+,770.5098,,0.38,0.003,46.962,0.043,279,0.26,771.5163,0.0014,0.0002506,1.89,1,3,4,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,277474.2,0.001,257489.4,0.001,306621,0.001,392722.8,0.001
1767,Threoninyl-Arginine,,C10 H21 N5 O4,(M+H)+,275.1594,,1.637,0.006,27.088,0.013,165.26,0.08,276.168,0.0006,0.0002506,2.65,1,2,3,82.4,,FALSE,380880.9,0.001,381925.4,145526.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1768,"14,19-Dihydroaspidospermatine",,C21 H28 N2 O2,(M+NH4)+,340.2151,,0.242,0.002,33.348,0.133,201.65,0.81,358.2504,0.0007,0.0002503,1.39,1,2,7,100,,FALSE,0.001,0.001,0.001,0.001,119862.9,0.001,412012,0.001,125176.5,0.001,410546.8,0.001,368004.2,0.001,436582.2,0.001,379336.9
1769,,,,,,,1.693,0.002,28.64,0.078,170.98,0.47,522.7478,0.0007,0.0002498,1.15,1,3,10,100,,FALSE,0.001,0.001,0.001,0.001,135517.8,22867.7,0.001,316513.9,134377.6,189520.7,128254.6,125481.5,0.001,0.001,381903,96432.95,201105.4
1770,,,,,,,2.186,0.022,44.625,0.041,265.09,0.25,764.3393,0.0025,0.0002495,1.57,1,2,6,98.6,,FALSE,161105.5,0.001,176072.4,0.001,0.001,192637.5,0.001,0.001,96932.52,0.001,0.001,196884.9,0.001,307791.7,0.001,0.001,0.001
1771,,,,,,,2.623,0,28.913,0.161,172.38,0.97,553.8007,0.0008,0.0002494,1.78,1,3,5,95.8,,FALSE,0.001,0.001,0.001,0.001,569712.3,91435.21,475644.6,0.001,0.001,0.001,605128.6,0.001,0.001,0.001,317910.1,0.001,0.001
1772,(-)-Pyrifolidine,,C23 H32 N2 O3,(M+H)+,384.2413,,2.235,0.003,32.3,0.059,194.76,0.36,385.2463,0.0004,0.0002494,0.99,1,2,9,100,,FALSE,0.001,0.001,0.001,0.001,185777.4,149810.6,256336.1,180610.4,283472.3,0.001,252835.1,0.001,268715.1,0.001,241439.5,0.001,228078.7
1773,Darifenacin,133099-04-4,C28 H30 N2 O2,(M+Na)+,426.2307,,2.655,,33.549,,201.38,,449.2169,,0.0002494,4.12,1,3,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2520625,0.001,0.001,0.001,0.001
1774,,,,,,,0.616,0.002,45.885,0.044,274.85,0.26,521.4586,0.0007,0.0002487,1.45,1,2,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,197048.8,0.001,195980.4,0.001,199205.1,0.001,152830.1,0.001,259801.1,0.001,278990.9,0.001
1775,,,,,,,2.198,0.005,49.369,0.104,292.07,0.62,1035.4403,0.0014,0.0002487,0.92,1,3,10,99.4,,FALSE,0.001,0.001,78987.02,175625.5,0.001,138359.4,0.001,120150.4,0.001,166720,0.001,98570.62,234635.5,182193.4,182292.7,0.001,237319.7
1776,N3'-Acetyltobramycin,,C20 H39 N5 O10,(M+NH4)+,509.2697,,0.231,0.003,37.193,0.055,222.44,0.33,527.3039,0.0009,0.0002485,1.84,1,3,5,100,,FALSE,69696.5,0.001,156453.6,0.001,0.001,0.001,0.001,196659.6,0.001,0.001,0.001,419856.2,0.001,327005.3,0.001,0.001,0.001
1777,,,,,,,2.292,0.003,37.498,0.18,222.12,1.07,850.9944,0.0014,0.000248,1.27,1,3,8,94.8,,FALSE,0.001,41930.98,0.001,0.001,270793.4,0.001,0.001,225271.6,190702.3,0.001,484329.6,0.001,211020.3,0.001,406544.5,0.001,194052.5
1778,Maculosin,04/02/4549,C14 H16 N2 O3,(M+H)+,260.1161,,0.317,0.002,24.491,0.039,149.67,0.24,261.1242,0.0002,0.0002478,2.39,1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,676773,406933.4,0.001,662746.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1779,"PE(20:4(8Z,11Z,14Z,17Z)/16:0)",,C41 H74 N O8 P,(M+Na)+,739.5152,,0.874,0.076,46.878,0.064,278.56,0.38,762.5054,0.0013,0.0002468,1.28,1,2,9,99.8,,FALSE,0.001,157638.8,217055.8,98719.76,66151.53,0.001,0.001,34770.68,0.001,137957,0.001,87386.08,0.001,174716,0.001,168042.6,0.001
1780,,,,,,,1.329,0.005,41.636,0.125,247.92,0.75,660.3756,0.0008,0.0002464,0.91,1,3,10,100,,FALSE,0.001,0.001,0.001,0.001,235783.3,144551.3,197833.5,0.001,160714.2,129409.3,316116.2,0.001,182210,0.001,238475.9,124207.2,172723.4
1781,,,,,,,1.631,0.005,29.491,0.092,178.68,0.56,331.2357,0.0015,0.0002462,1.37,1,2,7,100,,FALSE,0.001,138357.3,0.001,0.001,0.001,209371.8,0.001,0.001,216943,122058.3,0.001,144942,0.001,0.001,0.001,295032.3,222644.2
1782,,,,,,,2.774,0.014,34.576,0.095,207.41,0.57,462.2405,0.0002,0.0002461,2.24,1,2,3,82.4,,FALSE,0.001,265996.3,320851.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,413893.6,0.001
1783,Ethacridine,442-16-0,C15 H15 N3 O,(2M+Na)+,253.1215,,0.87,0.003,36.374,0.154,217.49,0.93,529.2271,0.0014,0.0002456,2.75,1,2,3,100,,FALSE,0.001,0.001,0.001,40190.05,0.001,0.001,0.001,0.001,1115206,0.001,0.001,0.001,0.001,0.001,981578.8,0.001,0.001
1784,5-O-Feruloylquinic acid,,C17 H20 O9,(M+H)+,368.1107,,1.804,0.051,29.975,0.085,180.91,0.52,369.1185,0.0003,0.0002456,1.26,1,2,7,98.6,,FALSE,0.001,80740.41,188528.9,159676,0.001,0.001,299820.3,0.001,0.001,0.001,291168.3,0.001,415203.4,0.001,352665.4,0.001,0.001
1785,,,,,,,0.218,0.002,49.742,0.05,294.43,0.3,999.2925,0.0009,0.0002453,2.17,1,5,4,89.4,,FALSE,0.001,0.001,0.001,0.001,497371.3,633905.9,0.001,0.001,350295.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,296586.8
1786,"2-Hydroxy-4-imino-2,5-cyclohexadienone",74331-93-4,C6 H5 N O2,(M+H)+,123.032,,0.678,0.006,20.21,0.102,129.67,0.66,124.0395,0.0001,0.0002453,3.02,1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,644142.6,923167.2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1787,Hexylglutathione,24425-56-7,C16 H29 N3 O6 S,(M+H)+,391.1777,,0.438,0.007,31.507,0.137,189.83,0.83,392.1839,0.0015,0.0002451,1.85,1,2,5,80.5,,FALSE,0.001,0.001,0.001,0.001,401156,318636.6,0.001,538447,0.001,110964.7,242259.4,0.001,0.001,0.001,0.001,0.001,0.001
1788,"1,6-Dimethoxypyrene",,C18 H14 O2,(M+H)+,262.0994,,2.737,0.035,25.738,0.083,157.31,0.51,263.1073,0.0005,0.0002442,1.49,1,2,7,82.4,,FALSE,0.001,0.001,22579.99,132401.3,530339.1,287849.8,0.001,232020.5,263845.2,164973.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1789,Austalide H,96817-10-6,C26 H36 O8,(M+H)+,476.241,,1.88,0.004,36.145,0.132,216.7,0.8,477.2481,0.0004,0.0002438,0.99,1,3,10,100,,FALSE,0.001,0.001,0.001,77087.16,205279.8,0.001,276882.1,239277.2,150396.7,90537.48,205483.5,0.001,338527.6,64813.15,0.001,0.001,272621.3
1790,Penicillin N,525-94-0,C14 H21 N3 O6 S,(M+NH4)+,359.1151,,0.72,0.003,31.267,0.04,188.62,0.24,377.1479,0.0006,0.0002437,1.64,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,331864.8,0.001,0.001,360325.7,0.001,0.001,0.001,228817.6,372250.4,0.001,0.001,286982.7,0.001
1791,,,,,,,2.75,0.005,43.555,0.407,258.97,2.43,720.376,0.0001,0.0002435,3.35,1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,292602.9,0.001,0.001,0.001,0.001,0.001,950397,0.001,0.001,0.001
1792,,,,,,,2.699,0.093,30.055,0.083,179.13,0.5,568.3427,0.0014,0.0002435,1.67,1,3,7,98.2,,FALSE,0.001,87169.06,162808.3,0.001,96074.38,0.001,105391.8,67084.66,630088.8,0.001,0.001,0.001,700236.1,0.001,0.001,0.001,0.001
1793,,,,,,,0.236,0.002,36.742,0.177,220.59,1.07,456.1704,0.0004,0.0002426,1.57,1,2,6,95.4,,FALSE,0.001,171769.4,262771.8,320736.4,120824,0.001,269380.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001,234161.6,0.001,0.001
1794,Isoliquiritigenin 2'-methy ether,,C16 H14 O4,(M+H)+,270.0892,,1.851,0.002,28.064,0.045,171.42,0.28,271.098,0.0002,0.0002416,1.48,1,2,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,329326.4,184240.1,0.001,281157.3,0.001,420997.3,0.001,464869.4,0.001,393175.7
1795,"PE(15:0/18:2(9Z,12Z))",,C38 H72 N O8 P,(M+H)+,701.4996,,0.853,0.004,44.639,0.069,265.58,0.42,702.512,0.0018,0.0002412,1.7,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,180981.1,0.001,303741.9,0.001,172183.6,0.001,346063.6,0.001,0.001,0.001,257269.6,0.001
1796,,,,,,,2.109,0.016,36.64,0.024,217.41,0.14,760.8243,0.0004,0.0002412,2.28,1,3,3,100,,FALSE,224076.1,285635.8,269152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1797,,,,,,,1.478,0.004,59.112,0.047,349.03,0.28,1309.7794,0.0016,0.0002412,1.01,1,4,11,95.9,,FALSE,0.001,0.001,0.001,34009.32,316597.7,44120.66,150612.1,166921.7,157379.7,0.001,296755.7,0.001,259064,29747.85,201244.8,0.001,361868
1798,Phosphamidon,13171-21-6,C10 H19 Cl N O5 P,(M+Na)+,299.0689,,1.295,0.003,28.697,0.022,174.02,0.13,322.056,0.0004,0.0002396,1.74,1,2,5,100,,FALSE,0.001,0.001,0.001,232319.1,658643.5,0.001,0.001,227234.5,0.001,185758.3,422454,0.001,0.001,0.001,0.001,0.001,0.001
1799,Veratridine,71-62-5,C36 H51 N O11,(M+H)+,673.3462,,2.668,0.001,32.673,0.18,194.15,1.08,674.3543,0.0006,0.0002394,2.28,1,3,3,100,,FALSE,0.001,237177.4,441091,0.001,0.001,0.001,0.001,0.001,0.001,308498.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1800,Patuletin 3-(2''-apiosyl-[2'''-feruloylgentiobioside]),195206-61-2,C43 H48 O25,(M+NH4)+,964.2485,,0.225,0.01,48.969,0.058,289.9,0.35,982.2782,0.0023,0.0002384,2.39,1,6,4,97,,FALSE,0.001,0.001,0.001,0.001,171696.5,0.001,0.001,0.001,0.001,0.001,164294,378418.5,1209442,0.001,0.001,0.001,0.001
1801,Fumonisin FP2,182063-59-8,C39 H62 N O15,(M+NH4)+,784.4119,,0.86,0.004,47.046,0.134,279.32,0.8,802.4461,0.0019,0.000238,1.51,1,2,7,100,,FALSE,0.001,0.001,173982.5,335401.5,130236.1,0.001,0.001,0.001,0.001,60956.57,0.001,286738.7,0.001,214266.5,0.001,70263.46,0.001
1802,,,,,,,2.523,0.004,42.651,0.157,253.66,0.94,707.3516,0.0019,0.0002374,0.97,1,3,10,92.9,,FALSE,14937.4,0.001,0.001,0.001,200453.9,0.001,219250.5,177939.9,166701.2,0.001,313146.7,93123.27,0.001,127915.1,0.001,157540.3,184085.5
1803,Octylamine,111-86-4,C8 H19 N,(M+H)+,129.1517,,1.982,,20.872,,133.38,,130.16,,0.0002374,4.12,1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1157739,0.001,0.001,0.001
1804,,,,,,,1.907,0.006,39.539,0.1,235.6,0.6,629.2481,0.0008,0.0002372,1.91,1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,377764.6,533433.4,0.001,0.001,0.001,0.001,0.001,355012.9,0.001,722041.3
1805,"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",,C45 H66 O5,(M+H)+,686.491,,1.483,0.001,44.852,0.085,266.97,0.51,687.5036,0.0006,0.0002369,3.41,1,4,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1689132,0.001,0.001,0.001,0.001,0.001,0.001,213289.1,0.001
1806,Pipercyclobutanamide A,,C34 H38 N2 O6,(M+H)+,570.273,,0.527,0.007,38.526,0.106,230.02,0.64,571.2761,0.0008,0.0002364,1.55,1,3,6,88.8,,FALSE,0.001,0.001,0.001,0.001,0.001,206714.5,218541,431840.2,0.001,0.001,0.001,0.001,0.001,133336.7,294627.6,0.001,393522.5
1807,Norharman,244-63-3,C11 H8 N2,(M+H)+,168.0687,,0.383,0.001,21.92,0.069,137.28,0.44,169.077,0.0003,0.0002347,2.37,1,3,3,100,,FALSE,0.001,0.001,0.001,0.001,455310.1,0.001,524309.3,0.001,993582.1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1808,Protogracillin,54848-30-5,C51 H84 O23,(M+NH4)+,1064.5403,,0.48,0.004,54.363,0.148,321.57,0.88,1082.5701,0.001,0.0002346,1.56,1,3,6,100,,FALSE,0.001,0.001,0.001,0.001,351475.8,0.001,287252.3,421414.8,173206.4,158826.4,0.001,0.001,0.001,0.001,307012.2,0.001,0.001
1809,,,,,,,0.227,0.003,37.265,0.102,222.96,0.61,519.1414,0.0015,0.0002335,1.86,1,4,12,100,,FALSE,56067.34,60827.85,39566.71,0.001,877939.8,84218.03,25624.89,53557.65,22183.64,55963.03,0.001,0.001,15766,71454.96,0.001,87982.77,0.001
1810,,,,,,,0.748,0.002,36.887,0.058,220.39,0.35,547.1951,0.0008,0.0002334,1.45,1,4,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,351455.1,0.001,257284.2,0.001,365497.9,0.001,242659.1,0.001,446754,0.001,443467.8
1811,4-Dimethylamino-L-phenylalanine,,C11 H16 N2 O2,(M+H)+,208.1212,,2.114,0.054,23.999,0.048,148.39,0.3,209.129,0.0006,0.0002333,1.02,1,2,10,97.6,,FALSE,0.001,114091.7,160916.3,0.001,184562.6,0.001,209451,174364.4,169378.3,31305.73,0.001,0.001,167554.6,0.001,123615.3,0.001,246228.5
1812,,,,,,,0.609,,47.022,,281.32,,550.4927,,0.0002333,4.12,1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1115255,0.001,0.001,0.001,0.001,0.001
1813,Palmitoleic Acid (16:1),373-49-9,C16 H30 O2,(M+NH4)+,254.2246,,0.568,0.004,30.107,0.021,183.97,0.13,272.26,0.0005,0.0002333,3,1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,190922.4,77480.9,84560.07,0.001,126100.2,0.001,0.001,0.001,0.001,833814.1,0.001,0.001,0.001
1814,Dulcin,150-69-6,C9 H12 N2 O2,(M+H)+,180.0899,,2.783,0.008,21.82,0.043,136,0.27,181.099,0.0005,0.0002332,1.76,1,2,5,96.5,,FALSE,0.001,0.001,0.001,0.001,387900.2,247643.5,0.001,0.001,0.001,0.001,0.001,0.001,762761.7,0.001,153717.7,0.001,475152.8
1815,,,,,,,0.24,0.001,34.904,0.193,210.48,1.17,391.3443,0.0013,0.0002331,1.47,1,2,6,100,,FALSE,0.001,0.001,0.001,0.001,193684.5,222744.9,0.001,247423.4,0.001,0.001,0.001,268843,0.001,137856.5,0.001,214880.1,0.001
1816,S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine,,C11 H14 N2 O4 S,(M+H)+,270.0674,,0.886,0.002,25.69,0.188,156.79,1.16,271.0742,0.0003,0.0002329,1.79,1,2,5,99.4,,FALSE,0.001,0.001,0.001,0.001,216629.4,0.001,390432.7,0.001,408011.1,0.001,0.001,0.001,297539,0.001,0.001,0.001,810280.3
1817,,,,,,,2.291,0.008,34.158,0.113,202.67,0.67,742.3765,0.0016,0.0002327,1.25,1,3,8,96.9,,FALSE,0.001,0.001,2399.095,159407.5,316139.8,0.001,298834.8,218059.3,0.001,134494.5,328577.3,0.001,319367.2,0.001,0.001,0.001,0.001
1818,,,,,,,2.584,0.012,26.68,0.022,159.98,0.13,435.7165,0.0007,0.0002325,3.46,1,2,3,81.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,268529.8,932779.9,72760.92,0.001,0.001,0.001,0.001
1819,,,,,,,0.471,0.183,40.806,0.246,243.59,1.48,584.4756,0.0011,0.0002324,1.7,1,2,9,91.3,,FALSE,0.001,0.001,362504.3,2455.747,389354.9,0.001,85146.87,0.001,103154.4,199146.2,0.001,28907.05,8468.03,0.001,0.001,173233.8,0.001
1820,Ngamma-Nitro-L-arginine,137433-32-0,C6 H13 N5 O4,(M+NH4)+,219.0968,,1.242,0.093,25.202,0.053,154.81,0.33,237.1293,0.0004,0.0002321,2.84,1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,925356.1,0.001,0.001,0.001,1129381,0.001,0.001
1821,5-Oxoavermectin ''1a'' aglycone,,C34 H46 O8,(M+Na)+,582.3193,,2.786,0.034,38.103,0.128,227.18,0.77,605.3084,0.0011,0.0002321,1.14,1,2,9,82.4,,FALSE,0.001,0.001,0.001,154295.2,83747.32,161430,53005.91,0.001,0.001,152118.1,267595.3,130860,0.001,218099.4,0.001,147309.1,0.001
